folder_name,license_name
sirapatsam_airbnb-new-york-4dec2021_reg,CC0-1.0
rabieelkharoua_multivariate-gait-dataset_reg,Attribution 4.0 International (CC BY 4.0)
gauravkumar2525_bitcoin-market-hourly-trends-2024-2025_ts,apache-2.0
remonic97_telechurn_class,CC0-1.0
salaheddineelkhirani_5-year-data-for-s-and-p-500-and-nasdaq-100_ts,world-bank
saumya5679_covid19-timeline-analysis_ts,CC0-1.0
thomaswrightanderson_thames-water-daily-sewage-spills_ts,CC0-1.0
aniruddhakj_zomato-prediction_reg,CC0-1.0
krupalpatel07_amazon-stock-daily-data_reg,apache-2.0
kpatel00_nvidia-stocks-data-latest-25-august-2024_ts,CC0-1.0
renatosn_sao-paulo-housing-prices_reg,CC0-1.0
jlc180_esoterica-iteration1_reg,apache-2.0
shiveshprakash_34-year-daily-stock-data_ts,MIT
ivansher_nasa-nearest-earth-objects-1910-2024_class,CC0-1.0
govindaramsriram_energy-consumption-dataset-linear-regression_reg,Attribution 4.0 International (CC BY 4.0)
raghavgarg12_synthetic-train_reg,MIT
jaberjaber_enhanced-restaurant-tips-dataset_reg,world-bank
lamerck_random-data_class,CC0-1.0
samira1992_student-scores-simple-dataset_reg,apache-2.0
dal4206_dataset-of-river-ganga-and-sangam-india_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
hajaribrahiem_winequality_reg,Open Database License (ODbL)
boboi80801_my-electric-avenue-transformed_ts,MIT
mchilamwar_predict-concrete-strength_reg,CC0-1.0
ulrikthygepedersen_baseball-salaries_reg,Attribution 4.0 International (CC BY 4.0)
triblex_underwater-sonar-signals-rocks-and-mines-dataset_class,CC0-1.0
farhan999_tokopedia-product-reviews_class,MIT
martinhabedank_bicycle-count-data-in-berlin_ts,CC BY
mafaqbhatti_weight-height-polynomial-dataset_reg,CC-BY-NC-SA-4.0
singhnproud77_hr-attrition-dataset_class,CC0-1.0
mfarhaannazirkhan_heart-dataset_class,Attribution 4.0 International (CC BY 4.0)
jimschacko_googles-last-20-years-stock-data_ts,CC0-1.0
prithviraj07_customer-churn-dataset_class,apache-2.0
rabieelkharoua_predict-online-gaming-behavior-dataset_class,Attribution 4.0 International (CC BY 4.0)
omidbaghchehsaraei_cern-dimuon-dataset_reg,CC0-1.0
pranaykankariya_breastcancer-dataset_class,CC0-1.0
apoorvsingh090_sensex_ts,CC0-1.0
mouadfiali_sensor-based-american-sign-language-recognition_class,ODbL-1.0
rabieelkharoua_consumer-electronics-sales-dataset_class,Attribution 4.0 International (CC BY 4.0)
gustavofelici_oliststar-boosting-customer-satisfaction_class,CC-BY-SA-4.0
victorreznovblops2_iphone-12-predictive-dataset_class,CC-BY-NC-SA-4.0
prathamjyotsingh_pepsi-vs-coca-cola_ts,apache-2.0
mruanova_us-gasoline-and-diesel-retail-prices-19952021_ts,U.S. Government Works
girishvutukuri_hepatitis_class,DbCL-1.0
joebeachcapital_rolling-stones-500-greatest-albums-of-all-time_class,DbCL-1.0
jarredpriester_california-wine-production-19802020_ts,CC0-1.0
egorkainov_moscow-housing-price-dataset_reg,MIT
lauramariacornei_agrots_ts,CC-BY-NC-SA-4.0
miriamodeyianypeter_sentiment-analysis-amazon-product-reviews_class,apache-2.0
nguyentiennhan_stock-prices-of-the-10-largest-fast-food-companies_ts,CC0-1.0
rinichristy_covid19-coronavirus-pandemic_class,CC0-1.0
ulrikthygepedersen_speed-dating_class,Attribution 4.0 International (CC BY 4.0)
renanmav_metamaterial-antennas_reg,ODbL-1.0
girishvutukuri_back-orders_class,DbCL-1.0
kingabzpro_violent-crime-by-countries_reg,GPL-2.0
aramacus_companion-plants_class,DbCL-1.0
flynn28_apple-stock-price-data_reg,MIT
mexwell_business-dynamics_ts,GPL-2.0
muhammadfaizan65_hospital-infections-dataset_class,apache-2.0
saeeddehghani_wine-quality-merged_class,apache-2.0
srisahithis_dbc-etf-ohlcv-data-20062020-15y-price-history_ts,apache-2.0
jarvis11_manual-daily-temperature_ts,CC0-1.0
alhassanabdelglil_classification_class,DbCL-1.0
sumandey_national-stock-exchange-dataset-sensex_ts,DbCL-1.0
ezzzio_telecom-churn-data_reg,GNU Free Documentation License 1.3
aleksandrglotov_car-prices-poland_reg,CC0-1.0
tarekmuhammed_job-fair-candidates_class,apache-2.0
dheerajkr1a1a_tomtao-prices-a-q_ts,CC0-1.0
adityasharma95_credit-card-lead-prediction-analytics-vidhya_class,CC0-1.0
miguelh65_corn-crop-growth_reg,CC-BY-NC-SA-4.0
preethamgouda_campaign-data_class,MIT
shivamkushwah0411_quicker-car-cleaned-dataset_reg,DbCL-1.0
valakhorasani_mobile-device-usage-and-user-behavior-dataset_class,apache-2.0
kevsde_madrid-house-price_reg,CC-BY-NC-SA-4.0
sowndarya23_online-retail-dataset_class,CC0-1.0
atefehmirnaseri_bank-loan-granting_class,CC0-1.0
robertritz_ub-market-prices_ts,CC0-1.0
mexwell_fruits-and-vegetables-price-dataset_ts,CC-BY-SA-4.0
louisteitelbaum_american-names-by-multi-ethnic-national-origin_class,CC-BY-SA-4.0
abdalrhamnhebishy_elzihimer_class,apache-2.0
brieucdandoy_chess-cheating-dataset_class,MIT
rabieelkharoua_auction-verification-dataset_class,Attribution 4.0 International (CC BY 4.0)
simpleparadox_bostonhousingdataset_reg,CC0-1.0
matiflatif_meta-stocks-complete-data-set_ts,CC0-1.0
souradippal_fridge-price-prediction-dataset_reg,MIT
abhashrai_fruit-classification-dataset_class,MIT
parthdande_timeseries-weather-dataset_ts,CC0-1.0
digvijaysinhgohil_covid19-data-deaths-and-vaccinations_ts,CC0-1.0
shaswotp84_kathmandu-weather-data-20152025_ts,CC0-1.0
alessandrolobello_italian-houses-dataset-2023_reg,CC0-1.0
rhesamulyadi_idx-30-stocks-price-history_ts,CC0-1.0
digitgidubu_evaluacin-tfg-ubu-con-github_class,Attribution 4.0 International (CC BY 4.0)
sujithmandala_pokmon-combat-power-prediction_reg,CC-BY-SA-4.0
taweilo_loan-approval-classification-data_reg,apache-2.0
georgeliarommatis_world-cities-living-cost_reg,CC0-1.0
arunjathari_bostonhousepricedata_reg,CC0-1.0
krishd123_high-dimensional-datascape_class,CC0-1.0
huseyincenik_cement-slump_reg,Open Database License (ODbL)
ban7002_fraud-challenge-data_class,CC0-1.0
tcashion_restaurant-sales-with-features_ts,Attribution 4.0 International (CC BY 4.0)
taweilo_mba-admission-dataset_class,apache-2.0
leoliu1415_number-of-violent-crimes-by-county_reg,CC0-1.0
nishchalchandel_crop-yield-prediction_reg,apache-2.0
whenamancodes_adidas-us-retail-products-dataset_class,CC0-1.0
samybaladram_golf-play-extended_ts,Attribution 4.0 International (CC BY 4.0)
tarique7_m5-small-sample-dataset-whole-series_ts,DbCL-1.0
kafkarps_five-years-weather-data-of-kolkata_ts,CC0-1.0
olegshpagin_johnson-and-johnson-stock-price-dataset_ts,CC0-1.0
sethpointaverage_high-entropy-alloys-properties_reg,CC-BY-SA-4.0
sankha1998_student-semester-result_reg,CC0-1.0
saurabhshahane_lumpy-skin-disease-dataset_class,Attribution 4.0 International (CC BY 4.0)
sagarvarandekar_spacex-falcon9-launch-data_class,CC0-1.0
miadul_brain-tumor-dataset_class,MIT
mitgandhi10_dataset-for-logistic-regression_class,CC0-1.0
stealthtechnologies_regression-dataset-for-household-income-analysis_reg,apache-2.0
edwardombui_balanced2_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
prathamtripathi_customersegmentation_class,CC0-1.0
aristotelisch_document-classification-from-aggregated-features_class,CC-BY-SA-4.0
joebeachcapital_gender-gap-in-spanish-wikipedia_class,Attribution 4.0 International (CC BY 4.0)
thedevastator_greek-household-energy-consumption_ts,CC0-1.0
goelyash_housing-price-data-of-mumbai_reg,CC0-1.0
gauravkumar2525_shark-attacks_class,apache-2.0
qoisalqorni_dataset-playstore-mobile-legend-indonesia_class,CC0-1.0
adityawisnugrahas_eshop-clothing-dataset_class,CC BY
agajorte_zoo-animals-extended-dataset_class,CC0-1.0
venkatsairo4899_ev-population-data_class,U.S. Government Works
abdelrahmanemad594_laptop-prices_reg,apache-2.0
garimam_bank-customer-dataset_class,CC0-1.0
calven22_usa-key-macroeconomic-indicators_ts,U.S. Government Works
amlancodebyter_kolkata-climatological-temperature-data19812020_reg,CC0-1.0
krupalpatel07_amazon-stock-daily-data_ts,apache-2.0
eddantes_iowa-liquor-retail-sales-dataset_ts,CC0-1.0
alexkhr_modified-depression-data-with-a-new-target-column_class,Attribution 4.0 International (CC BY 4.0)
shashwatwork_web-page-phishing-detection-dataset_class,Attribution 4.0 International (CC BY 4.0)
sameerhimati_id3-dataset_class,MIT
caseyw_ohio-weather-and-electricity-demand_ts,MIT
szymonjwiak_nba-2022-2023-advanced-boxscores_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
siamaktahmasbi_blood-pressure-and-bmi_reg,CC0-1.0
arturogranados_migration-from-mexico-to-usa-data_class,ODC Attribution License (ODC-By)
michaeltezak_advent-of-code-public-stats_ts,MIT
stealthtechnologies_asian-countries-gdp-growth_ts,U.S. Government Works
hugoferquiroz_credit-default-only-numbers_class,MIT
murilozangari_tiktok-claim-analysis_class,apache-2.0
mexwell_regression-datasets_reg,CC0-1.0
heyrobin_space-x-launches-falcon9-and-falcon-heavy_class,CC-BY-SA-3.0
mrantonzaitsev_new-benchmark-time-series-forecast_ts,MIT
easonlai_sample-telco-customer-churn-dataset_class,ODbL-1.0
rabieelkharoua_auction-verification-dataset_reg,Attribution 4.0 International (CC BY 4.0)
realshaktigupta_upi-payments-all-time-monthly-transaction-data_ts,CC0-1.0
girish17019_lets-study-ethereum_ts,CC0-1.0
mitgandhi10_dataset-for-simple-linear-regression-2_reg,apache-2.0
pavan9065_bitcoin-price-history_ts,CC0-1.0
kuchhbhi_titanic_class,apache-2.0
miadul_tuberculosis-x-ray-dataset-synthetic_class,MIT
zackyzac_bitcoin-dataset-hourly_ts,MIT
alihasnainch_caesarian-section-dataset-for-classification_class,MIT
ayeshasal89_ai-assistant-usage-in-student-life-synthetic_class,MIT
easonlai_sample-power-transformers-health-condition-dataset_reg,ODbL-1.0
whenamancodes_students-performance-in-exams_class,CC0-1.0
chuikinnikita_dataset-for-headphones-pricing_reg,apache-2.0
subhranilmondal12_indian-housing-real-estate-cleaned-data_reg,CC0-1.0
dyutidasmahaptra_s-and-p-500-with-financial-news-headlines-20082024_ts,CC-BY-SA-4.0
arkadiuszkaros_soccer-data-of-teams-players-and-shots-2018-2023_class,apache-2.0
pietromaldini1_titanic-with-names-replaced-by-honorifics_class,DbCL-1.0
uom190346a_disease-symptoms-and-patient-profile-dataset_class,CC0-1.0
olegshpagin_coca-cola-stock-price-prediction-dataset_ts,CC0-1.0
kukuroo3_body-performance-data_class,CC0-1.0
thedevastator_nasa-tweets-likelihood-media-usage-and-outlink-e_ts,CC0-1.0
bhawakshi_pec50-prediction-dopamine-receptor_reg,CC-BY-NC-SA-4.0
meharshanali_walmart-stocks-data-2025_ts,CC0-1.0
jijagallery_industry-leaders-performance-dataset_ts,CC0-1.0
varpit94_us-unemployment-rate-data_ts,Public Domain
mineshjethva_weather-model-input_reg,CC0-1.0
thedevastator_hunt-prices-for-north-american-mammals_reg,CC0-1.0
julienjta_wrestling-world-tournament_reg,CC0-1.0
stealthtechnologies_nepal-production-of-livestock-products_reg,CC-BY-SA-4.0
varshitanalluri_crop-recommendation-dataset_class,MIT
ulrikthygepedersen_co2-emissions-by-country_ts,Attribution 4.0 International (CC BY 4.0)
whenamancodes_alphabet-inc-google-founding-years-analysis_ts,ODbL-1.0
fcwebdev_synthetic-cybersecurity-logs-for-anomaly-detection_class,MIT
luqmanrumaiz_srioryzia-multivariate-rice-price-forecasting_ts,Community Data License Agreement - Permissive - Version 1.0
anubhavgoyal10_google-stock-prices-since-the-pandemic-started_ts,CC0-1.0
milapgohil_urbantrace-lifestyle-and-pollution-insights_class,apache-2.0
nani123456789_social-network-ads_class,U.S. Government Works
rabieelkharoua_masala-insights-cooking-comments-classification_class,Attribution 4.0 International (CC BY 4.0)
houcembenmansour_predict-diabetes-based-on-diagnostic-measures_class,CC0-1.0
bufatimank_earthquake-data-for-kyrgyzstan-2014-2024_reg,CC0-1.0
hilapaz_tiktok01_ts,CC0-1.0
prathamtripathi_regression-with-neural-networking_reg,CC0-1.0
marianadeem755_amazon-stockamzn-datasetinnovation-and-growth_ts,apache-2.0
ravishah1_carvana-predict-car-prices_reg,CC0-1.0
jainaru_thyroid-disease-data_class,Attribution 4.0 International (CC BY 4.0)
raminhuseyn_dataset-from-tiktok_class,CC0-1.0
algovai_balance-diet-dataset_reg,CC0-1.0
fedesoriano_heart-failure-prediction_class,ODbL-1.0
mastmustu_weather-analysis_ts,CC0-1.0
cid007_medianhouseprice_ts,CC0-1.0
kanchana1990_taylor-swifts-youtube-stats-symphony_ts,ODC Attribution License (ODC-By)
dermisfit_bellabeat-data_ts,CC0-1.0
aravindpcoder_obesity-or-cvd-risk-classifyregressorcluster_class,CC-BY-SA-4.0
atharvaingle_video-games-dataset_class,CC0-1.0
noahjanes_canadian-cheese-directory_class,CC BY
mysarahmadbhat_madrid-daily-weather_ts,CC0-1.0
emmanuelfwerr_motorcycle-technical-specifications-19702022_class,CC0-1.0
aakashjoshi123_virtual-reality-experiences_class,Community Data License Agreement - Sharing - Version 1.0
liamhealy_uk-mortgage-rates_ts,MIT
imsparsh_churn-risk-rate-hackerearth-ml_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
sivadithiyan_edm-music-genres_class,MIT
rajyellow46_wine-quality_class,Open Database License (ODbL)
sarasadeghi0202_cell-samples_class,Open Database License (ODbL)
khaliban_modified-titanic-dataset-train-csv_class,MIT
manishkc06_electronics-product-pricing-dataset_reg,CC0-1.0
ulrikthygepedersen_tic-tac-toe_class,Attribution 4.0 International (CC BY 4.0)
ahmadalijamali_cryptocurrencies-prices_ts,CC0-1.0
shashankshukla123123_nifty-50-multiple-timeframe_ts,Community Data License Agreement - Permissive - Version 1.0
berkayeserr_phone-prices_reg,Attribution 4.0 International (CC BY 4.0)
amirhosseinmirzaie_diamonds-price-dataset_reg,Community Data License Agreement - Sharing - Version 1.0
sachinpatil1280_fifa-world-cup_reg,DbCL-1.0
efeyldz_urban-wildlife-adaptation-signals-dataset_class,CC0-1.0
prasertk_the-best-cities-for-a-workation_reg,CC0-1.0
dipayanbiswas_parkinsons-disease-speech-signal-features_class,CC BY
codekalimi_heart-disease-example_class,CC0-1.0
vaibhavagrawal30_u-s-consumer-product-safety-recalls_ts,CC0-1.0
ceebloop_kendrick-lamar-albumslyrics-dataset_class,CC0-1.0
mayankanand2701_visa-stock-price-dataset_ts,MIT
ikaganacar_solar-panel-connected-battery-level-dataset_ts,apache-2.0
mateuszkrasinski9_reuters-21578-article-classification_class,MIT
midesowunmi_flight-schedule-dxb-4-feb2025-v3_class,MIT
joebeachcapital_sega-games_class,DbCL-1.0
bestagi_indonesia-stock-marketidx-price-data_ts,MIT
kukuroo3_churn-model-data-set-competition-form_class,CC0-1.0
mazhar01_real-state-website-data_reg,GPL-2.0
priyamchoksi_100000-diabetes-clinical-dataset_class,MIT
chuyuchen_midwest-cities-weather-data-2021_ts,CC0-1.0
yekenot_impact-of-forest-on-understory_reg,CC0-1.0
ferrariboy4k_top5leagues_reg,CC0-1.0
himanshu9648_crop-price-prediction-dataset-in-india_ts,CC0-1.0
mastmustu_weather-analysis_reg,CC0-1.0
muzammilrizvi1_netflix-data_class,apache-2.0
gmudit_preprocessed-wind-data_ts,MIT
kaushiksuresh147_metaverse-cryptos-historical-data_ts,CC0-1.0
jahnavipaliwal_mountains-vs-beaches-preference_class,apache-2.0
vashisthrahul13_mobile-price-and-specs-2025_reg,CC0-1.0
ramyapintchy_personal-finance-data_class,MIT
qubdidata_electric-power-consumption_reg,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
pulkitkomal_news-article-data-set-from-indian-express_class,CC0-1.0
fedesoriano_airfoil-selfnoise-dataset_reg,ODbL-1.0
tufanyldrm89_audi-a6-for-price-prediction-regression_reg,apache-2.0
rohanchatse_pune-house-prices_reg,CC0-1.0
ramontanoeiro_tibau-wind-speed_ts,CC-BY-NC-SA-4.0
jackksoncsie_emobank_reg,CC0-1.0
ankurnapa_ankurs-beer-data-set_class,ODbL-1.0
abhashrai_student-marks-prediction_reg,MIT
kunwarakash_chennai-housing-sales-price_reg,DbCL-1.0
negmgh_google-2020-2025-stock-market_ts,apache-2.0
mohidabdulrehman_laptop-price-dataset_reg,CC0-1.0
siridheeraj_three-wheeler-vehicles-sales-dataset-india_reg,MIT
valakhorasani_gym-members-exercise-dataset_class,apache-2.0
joebeachcapital_top-10000-spotify-songs-1960-now_class,CC0-1.0
kukuroo3_ecommerce-shipping-data-competition-form_class,CC0-1.0
adilbhatti_bitcoin-and-stock-exchanges_ts,CC0-1.0
krupalpatel07_microsoft-stock-data_reg,apache-2.0
erogluegemen_airline-passengers_ts,apache-2.0
thedevastator_bank-term-deposit-predictions_class,CC0-1.0
meetnagadia_apple-stock-price-from-19802021_ts,ODbL-1.0
vijayaadithyanvg_frp-bond-strength_reg,CC0-1.0
marius2303_ad-click-prediction-dataset_class,apache-2.0
alejandromorenoas_madrid-noise-pollution-time-series_ts,apache-2.0
sahideseker_synthetic-house-price-prediction-dataset_reg,CC-BY-SA-4.0
artemburenok_cryprocurrency-prices-for-the-year_ts,DbCL-1.0
ithikashr_delivery-time-estimationanalysis_reg,MIT
rhythmcam_regression-sample-dataset_reg,CC0-1.0
krishujeniya_heart-diseae_class,MIT
yasserh_breast-cancer-dataset_class,CC0-1.0
cuongngo8645_cyclistic-bikes_class,CC0-1.0
ahmedgaitani_customer-churn-prediction-dataset_class,CC0-1.0
soumendraprasad_stock_ts,CC0-1.0
jahnavipaliwal_customer-feedback-and-satisfaction_reg,apache-2.0
waqasahmedbasharat_diamonds-price-prediction-dataset_reg,CC0-1.0
umairaslam_gender-gap_class,CC0-1.0
caiocampiao_loan-approval-systemlas_class,CC0-1.0
alessandrolobello_the-ultimate-film-statistics-dataset-for-ml_reg,CC0-1.0
clintonmoshe_kenyan-secondary-school-results_reg,apache-2.0
dumanmesut_individual-carbon-footprint-calculation_reg,CC0-1.0
stealthtechnologies_predict-quantity-of-alcohol-in-drinks_reg,Attribution 4.0 International (CC BY 4.0)
fernandin83_carfueltype_class,CC0-1.0
arashnic_ctr-in-advertisement_class,CC0-1.0
ujjwalchowdhury_walmartcleaned_ts,CC0-1.0
akshayrr07_yahoo-sales-prediction-dataset_ts,DbCL-1.0
sudipmanchare_simulated-sales-data-with-timeseries-features_ts,CC0-1.0
tanusreedas_mba-salary_reg,MIT
jeniagerasimov_ted-talks-info-dataset_reg,ODC Attribution License (ODC-By)
kanchana1990_swiss-energy-balance-dataset-from-1980-2022_ts,ODC Attribution License (ODC-By)
julienjta_wrestling-world-tournament_class,CC0-1.0
denkuznetz_taxi-price-prediction_reg,apache-2.0
yasserh_bitcoin-prices-dataset_ts,CC0-1.0
saifansariai_euro-usd-price-2001-to-2025_ts,MIT
iqmansingh_synthetic-crab-age-dataset_reg,CC0-1.0
shivd24coder_fifa-world-cup-dataset_reg,CC0-1.0
ultimus_laptop-prices-prediction_reg,DbCL-1.0
celalakrolu_rectangularstubcolumn_reg,CC0-1.0
anandshaw2001_airlines-reviews-and-rating_class,CC0-1.0
hrokrin_the-largest-diamond-dataset-currely-on-kaggle_reg,Community Data License Agreement - Permissive - Version 1.0
thomaswrightanderson_river-aire-discharge-time-series_ts,CC-BY-NC-SA-4.0
tejassawant778_weather-conditions-of-mumbai-city_ts,CC0-1.0
mikoajfish99_c3ai-stocks-dataset_ts,Attribution 4.0 International (CC BY 4.0)
ahsan81_job-placement-dataset_class,Attribution 4.0 International (CC BY 4.0)
jacklacey_audi-a1-listings_reg,CC0-1.0
rupakroy_ethereum-fraud-detection_class,CC0-1.0
agriinnovate_agricultural-crop-dataset_class,CC0-1.0
samanemami_renewable-energy-and-weather-conditions_reg,CC0-1.0
thedevastator_estimating-occupancy-levels-in-enclosed-spaces_ts,CC0-1.0
ulrikthygepedersen_online-chess-games_class,Attribution 4.0 International (CC BY 4.0)
ankitkalauni_tps-jan22-google-trends-kaggle-search-dataset_ts,CC0-1.0
vaishnavisirigiri_autism-dataset-for-toddlers_class,apache-2.0
raghadalharbi_all-products-available-on-sephora-website_class,CC0-1.0
ajinilpatel_energy-consumption-prediction_reg,CC0-1.0
nikhilsharma4_multiple-classification-problems-on-small-dataset_class,CC0-1.0
jorgemora_classification-of-human-poses-keypoints_class,CC0-1.0
sumedh1507_bmw-car-sales-dataset_class,CC0-1.0
gauravduttakiit_predicting-mobile-network-download-speed_reg,CC0-1.0
mohammadrezagim_who-covid-19-global-data_ts,CC0-1.0
vijayaadithyanvg_car-price-predictionused-cars_reg,CC0-1.0
epigos_ghana-house-rental-dataset_reg,CC-BY-SA-4.0
pawankumarsharmaa_sales-prediction-by-advertisement_reg,CC0-1.0
moazeldsokyx_heart-disease_class,CC0-1.0
anuppainuly_unemployment-rate-for-usa-time-series_ts,Public Domain
naveen1729_abalone-original-datasetuci_reg,apache-2.0
kukuroo3_nyc-motor-vehicle-collisions-to-person_class,CC0-1.0
himelsarder_road-accident-survival-dataset_class,CC0-1.0
samybaladram_golf-play-extended_class,Attribution 4.0 International (CC BY 4.0)
matthewjansen_ellipse-corpus_reg,CC-BY-NC-SA-4.0
caparrini_electronic-music-features-201802-beatporttop100_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
priyamchoksi_spotify-dataset-114k-songs_class,MIT
raniritu_freelancer-hourly-rate_reg,apache-2.0
himanshu9648_crop-price-prediction-dataset-in-india_reg,CC0-1.0
prakharmkaushik_airline-passengers-tsa_ts,DbCL-1.0
natchananprabhong_online-ad-click-prediction-dataset_class,apache-2.0
johnsmith44_dogecoin-price-data-elon-musks-tweets-2021_ts,CC0-1.0
meetnagadia_netflix-stock-price-data-set-20022022_ts,ODbL-1.0
programmerrdai_tsmc-historical-stock-prices_ts,apache-2.0
johnkiriba_nairobi-weather-data_ts,apache-2.0
boss0ayush_salary-survey-data_class,Open Database License (ODbL)
ahmadsudarsono_sentiment-analysis-genshin-impact-reviews_class,MIT
akshaypawar7_nifty-dataset_ts,CC0-1.0
gabrielonnamoko_time-series-stock-price-dataset_ts,CC0-1.0
neuralsorcerer_air-quality_ts,CC0-1.0
shashwatwork_christmas-gift-price-prediction_reg,Attribution 4.0 International (CC BY 4.0)
reihanenamdari_fire-incidents_class,CC0-1.0
princeiornongu_subset-data-to-billionaires-listed-in-forbes_class,apache-2.0
meetnagadia_share-price-of-top-electric-car-company_reg,DbCL-1.0
joshuanaude_effects-of-alcohol-on-student-performance_reg,ODbL-1.0
priyanshusethi_minecraft-piracy-dataset_class,CC-BY-SA-4.0
moyukhbiswas_bbl-matchwise-scorecard-20011-2023_reg,apache-2.0
sameepvani_nasa-nearest-earth-objects_class,CC0-1.0
aadarshvelu_liver-cirrhosis-stage-classification_class,CC0-1.0
jaberjaber_enhanced-restaurant-tips-dataset_class,world-bank
subhiarjaria09_real-estate-property-transactions-dataset_reg,CC0-1.0
narendrageek_gold-rate-history-in-tamilnadu-india_reg,CC0-1.0
jaberjaber_digital-advertising-interactions-dataset_class,world-bank
debashish311601_commodity-prices_ts,CC0-1.0
nitishraj_song-popularity-k-folds_class,GPL-2.0
saranimje_customer-churn_class,apache-2.0
aramacus_electricity-demand-in-victoria-australia_ts,DbCL-1.0
jamesvasanth_adventure-works-dw-2008_reg,MIT
opamusora_hyperbolic-dataset_reg,CC0-1.0
programmerrdai_nvidia-stock-historical-data_ts,apache-2.0
mazhar01_real-state-website-data_class,GPL-2.0
shelvigarg_wine-quality-dataset_class,DbCL-1.0
bratkovskyevgeny_microsoft-corporation-msft-10-years_ts,apache-2.0
ekayfabio_immigration-deported_ts,CC0-1.0
monirmukul_realtime-pond-water-dataset-for-fish-farming_class,Attribution 4.0 International (CC BY 4.0)
rodolfomendes_abalone-dataset_class,CC BY
hamedahmadinia_sea-level-rise-dataset_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
prasad22_global-economy-indicators_ts,CC0-1.0
gauravkumar2525_global-earthquake-dataset-2015-2025_ts,apache-2.0
arashnic_cinema-ticket_ts,CC-BY-NC-SA-4.0
mohdsufianbinothman_triaxial-bearing-dataset_ts,CC-BY-SA-4.0
tawfikelmetwally_air-quality-dataset_reg,ODbL-1.0
missionjee_car-sales-report_class,apache-2.0
julienjta_twitter-mentions-volumes_ts,CC0-1.0
vonnwong_british-airways-airline-reviews-from-skytrax_class,CC0-1.0
opamusora_parabolic-dataset_reg,CC0-1.0
tarique7_daily-crude-price-dataset_ts,CC0-1.0
ritwikb3_land-mines-detection_class,CC-BY-SA-4.0
bhavyadhingra00020_india-rental-house-price_reg,apache-2.0
chaitya0623_power-data-from-a-3-phase-connection_class,CC0-1.0
yasserh_auto-mpg-dataset_reg,CC0-1.0
saramah_loan-data_class,ODbL-1.0
aletbm_argentina-salary-survey-sysarmy_class,CC-BY-NC-SA-4.0
jillanisofttech_amazonstockprice_ts,CC0-1.0
sivamsinghsh_ecommercerevenuedata_reg,GNU Free Documentation License 1.3
meetnagadia_crystal-structure-dataset_class,ODbL-1.0
amirhosseinmirzaie_nba-players-stats2023-season_reg,Community Data License Agreement - Sharing - Version 1.0
rabieelkharoua_predict-online-course-engagement-dataset_class,Attribution 4.0 International (CC BY 4.0)
aryanfelix_bangalore-housing-prices_reg,CC0-1.0
raminhuseyn_e-commerce-platform-delivery-time-series-dataset_ts,CC0-1.0
shubham2703_smartphone-retail-outlet-sales-data_ts,Attribution 4.0 International (CC BY 4.0)
arashnic_max-planck-weather-dataset_ts,CC0-1.0
atharvmohanjadhav_dls-method-resource-table_reg,CC0-1.0
anshankul_ibm-amlsim-example-dataset_class,Apache 2.0
eisgandar_new-york-state-traffic-and-parking-regulations_reg,Attribution 4.0 International (CC BY 4.0)
ravi20076_playgrounds4e09publicsubmissionsv1_reg,apache-2.0
arittrabag_synthetic-commodity-price-data-2015-2025_reg,MIT
hchsmost_test-dataset_ts,CC0-1.0
shelvigarg_room-occupancy_class,DbCL-1.0
leosabraham_covid19-kerala_ts,ODbL-1.0
aydinamir_used-car-db_class,apache-2.0
shreyjain601_framingham-heart-study_class,CC0-1.0
uthaya1995_90-day-habit-tracker-for-personal-growth_ts,CC0-1.0
emmanuelfwerr_thyroid-disease-data_class,CC0-1.0
lovishbansal123_nasa-asteroids-classification_class,CC0-1.0
jillanisofttech_google-10-years-stockprice-dataset_ts,CC0-1.0
zainmahmod_pakistan-used-cars-2025_class,MIT
gabrielrichter_sales-by-products-assortment_reg,CC0-1.0
podsyp_edtech-students-achievements_reg,CC0-1.0
monamzubair_antifraud-centre-dataset_class,apache-2.0
usharengaraju_agriseshat-agriculture-dataset_class,CC-BY-NC-SA-4.0
kpatel00_tesla-stocks-data-latest-21-august-2024_ts,CC0-1.0
whenamancodes_airbnb-inc-stock-market-analysis_ts,ODbL-1.0
kukuroo3_india-food-price-2000-2020_ts,CC0-1.0
saadatkhalid_tesla-tsla-stock-2015-2024_ts,MIT
chunghaoleeyginger_tsmc-stock-price-20162021_ts,ODbL-1.0
whenamancodes_google-stock-market-analysis-founding-years_ts,ODbL-1.0
bhavikjikadara_loan-status-prediction_class,Attribution 4.0 International (CC BY 4.0)
fatemehmehrparvar_liver-disorders_class,Attribution 4.0 International (CC BY 4.0)
umerrtx_machine-failure-prediction-using-sensor-data_class,apache-2.0
afifaniks_bangla-music-dataset_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
natoshakennebrew_wnba-gamelogs-2015-2024_ts,CC0-1.0
